wythers:birch_taiga,minecraft:birch_sapling
minecraft:cold_ocean,regrowth:no_sapling
wythers:tsingy_forest,minecraft:oak_sapling
ad_extendra:cryovolcanic_wastelands,minecraft:oak_sapling
wythers:lantern_river,upgrade_aquatic:river_sapling
biomeswevegone:jacaranda_jungle,biomesoplenty:jacaranda_sapling
terralith:desert_canyon,minecraft:oak_sapling
terralith:volcanic_peaks,minecraft:oak_sapling
twilightforest:thornlands,dreamwoods:twilight_sapling
regions_unexplored:sparse_rainforest,minecraft:oak_sapling
twilightforest:spooky_forest,dreamwoods:twilight_sapling
wythers:berry_bog,minecraft:oak_sapling
fracture:boreas_ruins,minecraft:oak_sapling
natures_spirit:oak_savanna,minecraft:oak_sapling
regions_unexplored:muddy_river,upgrade_aquatic:river_sapling
ad_astra:venus_wastelands,minecraft:oak_sapling
natures_spirit:scorched_dunes,minecraft:oak_sapling
theabyss:beach,minecraft:oak_sapling
wythers:jade_highlands,minecraft:oak_sapling
betternether:upside_down_forest_cleared,minecraft:oak_sapling
blooming_biosphere:tidepools,minecraft:oak_sapling
biomesoplenty:shrubland,minecraft:oak_sapling
terralith:moonlight_grove,minecraft:oak_sapling
regions_unexplored:spires,minecraft:oak_sapling
wythers:desert_island,minecraft:oak_sapling
twilightforest:fire_swamp,biomesoplenty:fir_sapling
foolish:ashen_woods,foolish:ashen_sapling
sundries:orange_desert,croptopia:orange_sapling
wythers:ancient_mossy_swamp,dreamwoods:swamp_sapling
wythers:danakil_desert,minecraft:oak_sapling
terralith:temperate_highlands,minecraft:oak_sapling
dreamwoods:grim_woods,minecraft:oak_sapling
dreamwoods:golden_aspen_spinney,atmospheric:aspen_sapling
twilightforest:clearing,dreamwoods:twilight_sapling
betternether:nether_mushroom_forest_edge,minecraft:oak_sapling
betternether:poor_nether_grasslands,minecraft:oak_sapling
biomeswevegone:tropical_rainforest,mysticsbiomes:tropical_sapling
biomesoplenty:rocky_shrubland,minecraft:oak_sapling
windswept:snowy_chestnut_forest,dreamwoods:chestnut_sapling
foolish:sands_of_time,twilightforest:time_sapling
biomeswevegone:crimson_tundra,minecraft:oak_sapling
biomesoplenty:jacaranda_glade,biomesoplenty:jacaranda_sapling
wythers:deep_dark_incursion,regrowth:no_sapling
blooming_biosphere:chaparral,minecraft:oak_sapling
incendium:ash_barrens,productivetrees:ash_sapling
deeperdarker:deeplands,minecraft:oak_sapling
wythers:badlands_canyon,minecraft:oak_sapling
regions_unexplored:magnolia_woodland,dreamwoods:magnolia_sapling
environmental:blossom_valleys,minecraft:oak_sapling
wythers:highland_plains,minecraft:oak_sapling
quark:glimmering_weald,minecraft:oak_sapling
biomeswevegone:cika_woods,biomeswevegone:cika_sapling
climaterivers:lukewarm_river,upgrade_aquatic:river_sapling
wythers:boreal_forest_yellow,echovoids:yellow_sapling
aether_redux:glacial_tundra,aether_redux:glacia_sapling
foolish:echo_tunnels,deeperdarker:echo_sapling
wythers:autumnal_forest,dreamwoods:autumnal_sapling
natures_spirit:snowcapped_red_peaks,minecraft:spruce_sapling
wythers:fen,minecraft:oak_sapling
dreamwoods:lush_coniferous_forest,minecraft:oak_sapling
natures_spirit:red_peaks,minecraft:oak_sapling
foolish:permafrost_fields,minecraft:oak_sapling
terralith:cave/desert_caves,minecraft:oak_sapling
minecraft:warped_forest,minecraft:oak_sapling
minecraft:frozen_river,upgrade_aquatic:river_sapling
nullscape:void_barrens,regrowth:no_sapling
incendium:infernal_dunes,minecraft:oak_sapling
foolish:ledged_cliffs,minecraft:oak_sapling
regions_unexplored:bioshroom_caves,minecraft:oak_sapling
minecraft:snowy_taiga,dreamwoods:snowy_sapling
biomesoplenty:origin_valley,biomesoplenty:origin_sapling
dreamwoods:poplar_slopes,dreamwoods:poplar_sapling
regions_unexplored:prairie,minecraft:oak_sapling
terralith:warm_river,upgrade_aquatic:river_sapling
wythers:highlands,minecraft:oak_sapling
betterend:megalake,minecraft:oak_sapling
echovoids:corruption,deeperdarker:echo_sapling
biomesoplenty:pumpkin_patch,minecraft:oak_sapling
clifftree:stone_ocean,regrowth:no_sapling
wythers:underground,minecraft:oak_sapling
natures_spirit:sparse_tropical_woods,mysticsbiomes:tropical_sapling
atmospheric:aspen_parkland,atmospheric:aspen_sapling
wythers:desert_river,upgrade_aquatic:river_sapling
nullscape:crystal_peaks,aether_redux:crystal_sapling
foolish:volcanic_valley,minecraft:oak_sapling
environmental:pine_barrens,biomesoplenty:pine_sapling
undergarden:smog_spires,minecraft:oak_sapling
wythers:autumnal_birch_forest,dreamwoods:autumnal_sapling
ad_extendra:orcean_wastelands,minecraft:oak_sapling
ror:red_crystal_plains,aether_redux:crystal_sapling
wythers:thermal_taiga,minecraft:spruce_sapling
wythers:coastal_mangroves,twilightforest:mangrove_sapling
terralith:yellowstone,echovoids:yellow_sapling
regions_unexplored:tropical_river,mysticsbiomes:tropical_sapling
dreamwoods:fir_forest,biomesoplenty:fir_sapling
dreamwoods:fairy_garden,minecraft:oak_sapling
biomesoplenty:old_growth_dead_forest,biomesoplenty:dead_sapling
minecraft:windswept_gravelly_hills,minecraft:oak_sapling
landsoficaria:forest,minecraft:oak_sapling
riverredux:gravelly_river,upgrade_aquatic:river_sapling
wythers:volcano,minecraft:oak_sapling
biomesoplenty:lavender_field,minecraft:oak_sapling
twilightforest:dense_forest,dreamwoods:twilight_sapling
terralith:birch_taiga,minecraft:birch_sapling
natures_spirit:lively_dunes,minecraft:oak_sapling
regions_unexplored:joshua_desert,natures_spirit:joshua_sapling
ror:giant_flower_forest,minecraft:oak_sapling
regions_unexplored:pumpkin_fields,minecraft:oak_sapling
biomeswevegone:enchanted_tangle,gravitation:enchanted_sapling
deeperdarker:overcast_columns,minecraft:oak_sapling
wythers:lush_fungous_dripstone_caves,minecraft:oak_sapling
wythers:pine_barrens,biomesoplenty:pine_sapling
betternether:nether_jungle,minecraft:jungle_sapling
biomeswevegone:redwood_thicket,biomesoplenty:redwood_sapling
wythers:guelta,minecraft:oak_sapling
betterend:dry_shrubland,minecraft:oak_sapling
the_bumblezone:howling_constructs,minecraft:oak_sapling
biomeswevegone:crag_gardens,minecraft:oak_sapling
biomesoplenty:spider_nest,minecraft:oak_sapling
bleak_and_barren:frozen_forest,minecraft:oak_sapling
minecraft:basalt_deltas,minecraft:oak_sapling
dreamwoods:lush_meadow,minecraft:oak_sapling
ror:yellow_crystal_plains,aether_redux:crystal_sapling
ars_elemental:flashing_forest,productivetrees:ash_sapling
biomesoplenty:bog,minecraft:oak_sapling
biomesoplenty:redwood_forest,biomesoplenty:redwood_sapling
wythers:sparse_eucalyptus_jungle,minecraft:jungle_sapling
terralith:blooming_plateau,minecraft:oak_sapling
clifftree:shrubland,minecraft:oak_sapling
betterend:glowing_grasslands,minecraft:oak_sapling
terralith:arid_highlands,minecraft:oak_sapling
wythers:harvest_fields,minecraft:oak_sapling
wood_enjoyer:mixed_forest,minecraft:oak_sapling
terralith:wintry_forest,minecraft:oak_sapling
foolish:boreal_grove,minecraft:oak_sapling
bleak_and_barren:abandoned_farmland,minecraft:oak_sapling
wythers:warm_stony_shore,minecraft:oak_sapling
wythers:outback,minecraft:oak_sapling
wythers:ancient_moss_forest,quark:ancient_sapling
wythers:autumnal_crags,dreamwoods:autumnal_sapling
wythers:ancient_copper_beech_forest,productivetrees:beech_sapling
biomesoplenty:undergrowth,minecraft:oak_sapling
biomeswevegone:rugged_badlands,minecraft:oak_sapling
biomesoplenty:dune_beach,minecraft:oak_sapling
ad_extendra:uranus_ice_peaks,minecraft:oak_sapling
galosphere:pink_salt_caves,minecraft:oak_sapling
biomeswevegone:shattered_glacier,minecraft:oak_sapling
tropicraft:tropical_peaks,mysticsbiomes:tropical_sapling
minecraft:deep_dark,regrowth:no_sapling
wythers:billabong,minecraft:oak_sapling
terralith:lavender_forest,minecraft:oak_sapling
wythers:badlands_river,upgrade_aquatic:river_sapling
tropicraft:tropics,minecraft:oak_sapling
natures_spirit:tundra,minecraft:oak_sapling
nullscape:shadowlands,minecraft:oak_sapling
biomesoplenty:end_reef,minecraft:oak_sapling
terralith:steppe,minecraft:oak_sapling
bloodmagic:none,animus:blood_sapling
biomesoplenty:mystic_grove,minecraft:oak_sapling
ad_astra:glacio_ice_peaks,minecraft:oak_sapling
wythers:humid_tropical_grassland,mysticsbiomes:tropical_sapling
terralith:frozen_cliffs,minecraft:oak_sapling
wythers:gravelly_beach,minecraft:oak_sapling
terralith:yosemite_cliffs,minecraft:oak_sapling
ror:green_crystal_plains,aether_redux:crystal_sapling
regions_unexplored:frozen_tundra,minecraft:oak_sapling
wythers:bamboo_jungle_canyon,dreamwoods:bamboo_sapling
wythers:cactus_desert,minecraft:oak_sapling
biomesoplenty:aspen_glade,atmospheric:aspen_sapling
riverredux:sandy_river,upgrade_aquatic:river_sapling
foolish:frost_caves,minecraft:oak_sapling
biomesoplenty:volcano,minecraft:oak_sapling
betterend:chorus_forest,minecraft:oak_sapling
ars_elemental:blazing_forest,minecraft:oak_sapling
wythers:red_rock_canyon,minecraft:oak_sapling
terralith:glacial_chasm,aether_redux:glacia_sapling
biomesoplenty:rainforest,minecraft:oak_sapling
undergarden:indigo_mushroom_bog,minecraft:oak_sapling
twilightforest:mushroom_forest,dreamwoods:twilight_sapling
fracture:boreas_ice_crystals,aether_redux:crystal_sapling
wythers:forest_edge,minecraft:oak_sapling
aspen:aspen_forest,atmospheric:aspen_sapling
fracture:boreas_forest,minecraft:oak_sapling
dreamwoods:poplar_fields,dreamwoods:poplar_sapling
wythers:lush_shroom_caves,minecraft:oak_sapling
biomesoplenty:maple_woods,autumnity:maple_sapling
regions_unexplored:infernal_holt,minecraft:oak_sapling
wythers:deep_underground,minecraft:oak_sapling
betterend:ice_starfield,minecraft:oak_sapling
wythers:mushroom_caves,minecraft:oak_sapling
natures_spirit:snowy_fir_forest,biomesoplenty:fir_sapling
wythers:outback_desert,minecraft:oak_sapling
ad_astra:martian_wastelands,minecraft:oak_sapling
minecraft:sunflower_plains,minecraft:oak_sapling
atmospheric:flourishing_dunes,minecraft:oak_sapling
wythers:autumnal_forest_edge,dreamwoods:autumnal_sapling
betterend:lantern_woods,minecraft:oak_sapling
minecraft:flower_forest,minecraft:oak_sapling
blooming_biosphere:marsh,minecraft:oak_sapling
gardens_of_the_dead:whistling_woods,biomesoplenty:dead_sapling
wythers:snowy_thermal_taiga,dreamwoods:snowy_sapling
biomeswevegone:prairie,minecraft:oak_sapling
undergarden:veil_mushroom_bog,minecraft:oak_sapling
atmospheric:laurel_forest,atmospheric:laurel_sapling
wythers:salt_lakes_turquoise,minecraft:oak_sapling
regions_unexplored:fen,minecraft:oak_sapling
wythers:subtropical_forest,mysticsbiomes:tropical_sapling
wythers:tropical_grassland,mysticsbiomes:tropical_sapling
windswept:snowy_pine_barrens,biomesoplenty:pine_sapling
biomesoplenty:fir_clearing,biomesoplenty:fir_sapling
terralith:orchid_swamp,dreamwoods:swamp_sapling
biomeswevegone:baobab_savanna,biomeswevegone:baobab_sapling
allthemodium:crimson_forest,minecraft:oak_sapling
theabyss:ocean,regrowth:no_sapling
deep_aether:aerglow_forest,minecraft:oak_sapling
biomesoplenty:crystalline_chasm,aether_redux:crystal_sapling
wythers:andesite_crags,minecraft:oak_sapling
wythers:lapacho_plains,minecraft:oak_sapling
lionfishapi:original_source_marker,biomesoplenty:origin_sapling
biomesoplenty:end_corruption,minecraft:oak_sapling
betternether:upside_down_forest,minecraft:oak_sapling
wythers:salt_lakes_white,minecraft:oak_sapling
mysticsbiomes:lagoon,minecraft:oak_sapling
wythers:boreal_forest_red,minecraft:oak_sapling
dreamwoods:gravel_beach,minecraft:oak_sapling
biomesoplenty:pasture,minecraft:oak_sapling
snifferplus:timeless_grotto,twilightforest:time_sapling
natures_spirit:golden_wilds,minecraft:oak_sapling
ror:mushroom_forest,minecraft:oak_sapling
minecraft:jungle,minecraft:jungle_sapling
minecraft:grove,minecraft:oak_sapling
minecraft:old_growth_spruce_taiga,minecraft:spruce_sapling
clifftree:dirt_caves,minecraft:oak_sapling
betternether:crimson_pinewood,biomesoplenty:pine_sapling
toybox:red_carpet_toybox,minecraft:oak_sapling
biomesoplenty:old_growth_woodland,minecraft:oak_sapling
clifftree:cold_caves,minecraft:oak_sapling
regions_unexplored:bayou,dreamwoods:bayou_sapling
regions_unexplored:gravel_beach,minecraft:oak_sapling
betterend:foggy_mushroomland,minecraft:oak_sapling
ror:dandelion_plains,minecraft:oak_sapling
clifftree:temperate_beach,minecraft:oak_sapling
biomeswevegone:aspen_boreal,atmospheric:aspen_sapling
outer_end:primordial_pools,minecraft:oak_sapling
minecraft:soul_sand_valley,bloodyhell:soul_sapling
wythers:phantasmal_forest,minecraft:oak_sapling
minecraft:warm_ocean,regrowth:no_sapling
biomeswevegone:windswept_desert,minecraft:oak_sapling
clifftree:granite_shore,minecraft:oak_sapling
wythers:flooded_rainforest,minecraft:oak_sapling
bleak_and_barren:bushland,minecraft:oak_sapling
mysticsbiomes:tropics,minecraft:oak_sapling
regions_unexplored:outback,minecraft:oak_sapling
regions_unexplored:glistering_meadow,minecraft:oak_sapling
climaterivers:cold_river,upgrade_aquatic:river_sapling
natures_spirit:windswept_sugi_forest,natures_spirit:sugi_sapling
minecraft:end_barrens,regrowth:no_sapling
atmospheric:rainforest,minecraft:oak_sapling
mysticsbiomes:lavender_meadow,minecraft:oak_sapling
twilightforest:snowy_forest,dreamwoods:snowy_sapling
biomeswevegone:araucaria_savanna,biomeswevegone:araucaria_sapling
terralith:valley_clearing,minecraft:oak_sapling
wythers:windswept_jungle,minecraft:jungle_sapling
biomesoplenty:bayou,dreamwoods:bayou_sapling
allthemodium:soul_sand_valley,bloodyhell:soul_sapling
biomeswevegone:red_rock_peaks,minecraft:oak_sapling
gravitation:frosted_forest,minecraft:oak_sapling
clifftree:frozen_caves,minecraft:oak_sapling
mysticsbiomes:autumnal_grove,dreamwoods:autumnal_sapling
sonicraft:marble_garden_zone,minecraft:oak_sapling
biomeswevegone:dacite_shore,minecraft:oak_sapling
betterend:umbrella_jungle,minecraft:jungle_sapling
aether_redux:skyfields,minecraft:oak_sapling
regions_unexplored:saguaro_desert,minecraft:oak_sapling
terralith:granite_cliffs,minecraft:oak_sapling
terrablender:deferred_placeholder,minecraft:oak_sapling
deep_aether:mystic_aerglow_forest,minecraft:oak_sapling
wythers:desert_lakes,minecraft:oak_sapling
clifftree:cold_river,upgrade_aquatic:river_sapling
minecraft:stony_shore,minecraft:oak_sapling
betterend:jade_cave,minecraft:oak_sapling
ad_extendra:quaoarian_barrens,minecraft:oak_sapling
dreamwoods:weeping_grove,minecraft:oak_sapling
wythers:eucalyptus_salubris_woodland,regions_unexplored:eucalyptus_sapling
biomesoplenty:snowy_maple_woods,autumnity:maple_sapling
undergarden:frostfields,minecraft:oak_sapling
wythers:larch_taiga,dreamwoods:larch_sapling
luminous_nether:fungal_plains,minecraft:oak_sapling
betterend:lush_smaragdant_cave,minecraft:oak_sapling
galosphere:lichen_caves,minecraft:oak_sapling
dreamwoods:snowy_pinelands,biomesoplenty:pine_sapling
dreamwoods:grassy_badlands,minecraft:oak_sapling
undergarden:ancient_sea,quark:ancient_sapling
terralith:shield_clearing,minecraft:oak_sapling
betterend:dust_wastelands,minecraft:oak_sapling
fracture:boreas_tundra,minecraft:oak_sapling
theabyss:plains,minecraft:oak_sapling
theabyss:blue_jungle,minecraft:jungle_sapling
wilderness:old_growth_forest,minecraft:oak_sapling
sonicraft:night_carnival_zone,minecraft:oak_sapling
wythers:mediterranean_island,minecraft:oak_sapling
landsoficaria:scrubland,minecraft:oak_sapling
atlantis:atlantis_biome,minecraft:oak_sapling
dreamwoods:jungle_bushland,minecraft:jungle_sapling
dreamwoods:fall_fruitfull_grove,minecraft:oak_sapling
bleak_and_barren:spruce_parkland,minecraft:spruce_sapling
windswept:pine_barrens,biomesoplenty:pine_sapling
foolish:irradiated_undergrowth,minecraft:oak_sapling
landsoficaria:desert,minecraft:oak_sapling
regions_unexplored:mountains,minecraft:oak_sapling
wetland_whimsy:marsh,minecraft:oak_sapling
natures_spirit:maple_woodlands,autumnity:maple_sapling
wythers:icy_ocean,dreamwoods:icy_sapling
terralith:siberian_taiga,minecraft:spruce_sapling
minecraft:crimson_forest,minecraft:oak_sapling
wythers:cool_forest_edge,minecraft:oak_sapling
deep_aether:aerlavender_fields,minecraft:oak_sapling
biomeswevegone:frosted_coniferous_forest,minecraft:oak_sapling
minecraft:deep_frozen_ocean,regrowth:no_sapling
aether:skyroot_meadow,aether:skyroot_sapling
sonicraft:lava_reef_zone,minecraft:oak_sapling
biomeswevegone:coniferous_forest,minecraft:oak_sapling
minecraft:lush_caves,minecraft:oak_sapling
regions_unexplored:flower_fields,minecraft:oak_sapling
mysticsbiomes:bamboo_blossom_forest,dreamwoods:bamboo_sapling
dreamwoods:thermal_springs,minecraft:oak_sapling
terralith:cave/frostfire_caves,biomesoplenty:fir_sapling
regions_unexplored:autumnal_maple_forest,autumnity:maple_sapling
ad_extendra:makemakean_barrens,minecraft:oak_sapling
biomesoplenty:overgrown_greens,minecraft:oak_sapling
biomeswevegone:howling_peaks,minecraft:oak_sapling
foolish:highlands,minecraft:oak_sapling
terralith:highlands,minecraft:oak_sapling
bleak_and_barren:arid_savanna,minecraft:acacia_sapling
dreamwoods:seasonal_grove,minecraft:oak_sapling
regions_unexplored:maple_forest,autumnity:maple_sapling
terralith:skylands,minecraft:oak_sapling
terralith:red_oasis,minecraft:oak_sapling
dimdungeons:biome_dungeon,minecraft:oak_sapling
dreamwoods:autumnal_hills,dreamwoods:autumnal_sapling
natures_spirit:aspen_forest,atmospheric:aspen_sapling
ad_extendra:cronian_gaslands,minecraft:oak_sapling
betternether:nether_mushroom_forest,minecraft:oak_sapling
ror:blue_islands,minecraft:oak_sapling
regions_unexplored:golden_boreal_taiga,minecraft:spruce_sapling
wythers:dry_tropical_forest,mysticsbiomes:tropical_sapling
biomesoplenty:wasteland_steppe,minecraft:oak_sapling
atmospheric:sparse_rainforest_basin,minecraft:oak_sapling
biomeswevegone:red_rock_valley,minecraft:oak_sapling
clifftree:warm_river,upgrade_aquatic:river_sapling
regions_unexplored:bamboo_forest,dreamwoods:bamboo_sapling
aether_redux:cloudcaps,minecraft:oak_sapling
regions_unexplored:towering_cliffs,minecraft:oak_sapling
regions_unexplored:cold_river,upgrade_aquatic:river_sapling
natures_spirit:sleeted_slopes,minecraft:oak_sapling
clifftree:desert_cliff,minecraft:oak_sapling
sonicraft:aquatic_ruin_zone,minecraft:oak_sapling
wythers:ancient_taiga,quark:ancient_sapling
regions_unexplored:steppe,minecraft:oak_sapling
natures_spirit:redwood_forest,biomesoplenty:redwood_sapling
natures_spirit:woody_highlands,minecraft:oak_sapling
minecraft:nether_wastes,minecraft:oak_sapling
biomesoplenty:woodland,minecraft:oak_sapling
tropicraft:overgrown_mangroves,twilightforest:mangrove_sapling
biomeswevegone:canadian_shield,minecraft:oak_sapling
undergarden:icy_sea,dreamwoods:icy_sapling
terralith:wintry_lowlands,minecraft:oak_sapling
ror:agate_field,minecraft:oak_sapling
wythers:gravelly_river,upgrade_aquatic:river_sapling
biomeswevegone:skyris_vale,biomeswevegone:skyris_sapling
natures_spirit:heather_fields,minecraft:oak_sapling
undergarden:gronglegrowth,undergarden:grongle_sapling
sonicraft:sandopolis_zone,minecraft:oak_sapling
natures_spirit:stratified_desert,minecraft:oak_sapling
dreamwoods:calcite_plateau,minecraft:oak_sapling
dreamwoods:twilight_wetlands,dreamwoods:twilight_sapling
sonicraft:scorched_angel_island_jungle,minecraft:jungle_sapling
wythers:mossy_caves,minecraft:oak_sapling
wythers:mediterranean_island_thermal_springs,minecraft:oak_sapling
clifftree:tundra,minecraft:oak_sapling
minecraft:savanna_plateau,minecraft:acacia_sapling
autumnity:maple_forest,autumnity:maple_sapling
mythicbotany:dreamwood_forest,minecraft:oak_sapling
mythicbotany:alfheim_hills,minecraft:oak_sapling
terralith:skylands_autumn,minecraft:oak_sapling
atmospheric:dunes,minecraft:oak_sapling
regions_unexplored:highland_fields,minecraft:oak_sapling
twilightforest:dense_mushroom_forest,dreamwoods:twilight_sapling
climaterivers:warm_river,upgrade_aquatic:river_sapling
biomesoplenty:field,minecraft:oak_sapling
wythers:dry_savanna,minecraft:acacia_sapling
wythers:wistman_woods,minecraft:oak_sapling
wythers:cool_forest,minecraft:oak_sapling
wythers:snowy_fen,dreamwoods:snowy_sapling
ror:blue_crystal_plains,aether_redux:crystal_sapling
betterend:amber_land,minecraft:oak_sapling
atmospheric:scrubland,minecraft:oak_sapling
biomeswevegone:pumpkin_valley,minecraft:oak_sapling
biomesoplenty:highland,minecraft:oak_sapling
regions_unexplored:grassland,minecraft:oak_sapling
clifftree:bog,minecraft:oak_sapling
wythers:snowy_tundra,dreamwoods:snowy_sapling
wythers:tepui,minecraft:oak_sapling
sonicraft:studiopolis_zone,minecraft:oak_sapling
undergarden:ink_mushroom_bog,minecraft:oak_sapling
minecraft:savanna,minecraft:acacia_sapling
minecraft:stony_peaks,minecraft:oak_sapling
wythers:cool_stony_peaks,minecraft:oak_sapling
toybox:magenta_carpet_toybox,minecraft:oak_sapling
terralith:cave/tuff_caves,minecraft:oak_sapling
regions_unexplored:boreal_taiga,minecraft:spruce_sapling
allthemodium:the_beyond,minecraft:oak_sapling
biomeswevegone:sakura_grove,minecraft:oak_sapling
regions_unexplored:blackwood_taiga,regions_unexplored:blackwood_sapling
wythers:tropical_volcano,mysticsbiomes:tropical_sapling
blueprint:original_source_marker,biomesoplenty:origin_sapling
biomesoplenty:erupting_inferno,minecraft:oak_sapling
ror:poppy_field,minecraft:oak_sapling
dreamwoods:tundra,minecraft:oak_sapling
regions_unexplored:pine_slopes,biomesoplenty:pine_sapling
terralith:emerald_peaks,minecraft:oak_sapling
biomeswevegone:black_forest,minecraft:oak_sapling
clifftree:diorite_shore,minecraft:oak_sapling
terralith:caldera,productivetrees:alder_sapling
terralith:savanna_badlands,minecraft:acacia_sapling
regions_unexplored:frozen_pine_taiga,biomesoplenty:pine_sapling
echovoids:black,deeperdarker:echo_sapling
wythers:stony_canyon,minecraft:oak_sapling
ad_astra:glacio_snowy_barrens,dreamwoods:snowy_sapling
dreamwoods:blooming_grove,minecraft:oak_sapling
ad_astra:mercury_deltas,minecraft:oak_sapling
minecraft:plains,minecraft:oak_sapling
terralith:gravel_beach,minecraft:oak_sapling
dreamwoods:white_shore,minecraft:oak_sapling
landsoficaria:void,regrowth:no_sapling
wythers:forbidden_forest,minecraft:oak_sapling
natures_spirit:shrubby_highlands,minecraft:oak_sapling
minecraft:windswept_savanna,minecraft:acacia_sapling
biomesoplenty:ominous_woods,minecraft:oak_sapling
darkerdepths:molten_cavern,minecraft:oak_sapling
wythers:badlands_desert,minecraft:oak_sapling
minecraft:snowy_beach,dreamwoods:snowy_sapling
terralith:tropical_jungle,minecraft:jungle_sapling
foolish:somber_forest,minecraft:oak_sapling
terralith:warped_mesa,minecraft:oak_sapling
minecraft:taiga,minecraft:spruce_sapling
biomesoplenty:rocky_rainforest,minecraft:oak_sapling
sonicraft:casino_night_zone,minecraft:oak_sapling
wythers:phantasmal_swamp,dreamwoods:swamp_sapling
wythers:tropical_forest,mysticsbiomes:tropical_sapling
terralith:yosemite_lowlands,minecraft:oak_sapling
the_bumblezone:sugar_water_floor,minecraft:oak_sapling
wythers:red_desert,minecraft:oak_sapling
twilightforest:firefly_forest,biomesoplenty:fir_sapling
dreamwoods:azure_cove,minecraft:oak_sapling
foolish:frigid_mountains,minecraft:oak_sapling
biomeswevegone:firecracker_chaparral,biomesoplenty:fir_sapling
wythers:subtropical_forest_edge,mysticsbiomes:tropical_sapling
wildfields:prairies_biome,minecraft:oak_sapling
dreamwoods:ice_abyss,minecraft:oak_sapling
natures_spirit:blooming_highlands,minecraft:oak_sapling
dreamwoods:lush_grassland,minecraft:oak_sapling
wythers:lichenous_dripstone_caves,minecraft:oak_sapling
wythers:huangshan_highlands,minecraft:oak_sapling
twilightforest:final_plateau,dreamwoods:twilight_sapling
regions_unexplored:silver_birch_forest,minecraft:birch_sapling
betterend:shadow_forest,minecraft:oak_sapling
wildfields:steppes_biome,minecraft:oak_sapling
sonicraft:launch_base_zone,minecraft:oak_sapling
terralith:siberian_grove,minecraft:oak_sapling
clifftree:caves,minecraft:oak_sapling
clifftree:warm_caves,minecraft:oak_sapling
biomesoplenty:auroral_garden,minecraft:oak_sapling
twilightforest:underground,dreamwoods:twilight_sapling
regions_unexplored:rocky_meadow,minecraft:oak_sapling
wythers:tropical_island,mysticsbiomes:tropical_sapling
wythers:calcite_coast,minecraft:oak_sapling
luminous_nether:ash_forest,productivetrees:ash_sapling
atlantis:aquariel_jellyfish_fields,minecraft:oak_sapling
terralith:snowy_maple_forest,autumnity:maple_sapling
atmospheric:snowy_scrubland,dreamwoods:snowy_sapling
terralith:cave/fungal_caves,minecraft:oak_sapling
regions_unexplored:scorching_caves,minecraft:oak_sapling
landsoficaria:desert_plateau,minecraft:oak_sapling
twilightforest:oak_savannah,dreamwoods:twilight_sapling
minecraft:dark_forest,minecraft:oak_sapling
betternether:bone_reef,minecraft:oak_sapling
sonicraft:carnival_night_zone,minecraft:oak_sapling
bleak_and_barren:droughted_tropics,minecraft:oak_sapling
tropicraft:mangroves,twilightforest:mangrove_sapling
aether:skyroot_grove,aether:skyroot_sapling
theabyss:blaru_forest,minecraft:oak_sapling
terralith:snowy_shield,dreamwoods:snowy_sapling
